SA2_5DIG11,GEOM_CENTROID
41151,140.014107901402 -36.7782759338487
41152,140.351921625424 -37.6063207213277
41153,140.756850876812 -37.8160165440203
41154,140.743192223173 -36.947004870083
41155,140.542232898771 -36.978046334762
41156,140.792931600845 -37.3908470257041
41157,140.584441120238 -36.2279199215124
41158,140.342657495418 -37.5222280346562
41159,140.484689653998 -34.2728192163142
41160,140.607710270615 -34.2770634481438
41161,140.340888655244 -35.217350298041
41162,140.597285378198 -34.4613619045668
41163,140.591225113409 -34.62260084721
41164,139.438036774355 -34.7326516758146
41165,139.257891588774 -35.1264817170328
41166,139.30107685639 -35.1396038195613
41167,140.747802891261 -34.1677284970105
41168,140.815097764513 -34.1825923366983
41169,139.721207418353 -35.7009435548532
41170,139.721304404457 -34.200336384514
49799,
49499,
51001,115.255415342692 -34.032464857324
51002,115.329847352994 -33.676006186011
51003,115.348179330917 -33.7277508418526
51004,115.032576553786 -33.9311884591605
51005,115.712751839987 -33.257698920157
51006,115.633326255235 -33.3537562029568
51007,115.630685032964 -33.5516665504687
51008,115.656546729438 -33.367038829482
51009,116.211559906872 -33.2835525190903
51010,115.854098968342 -33.4171894673797
51011,115.685206665852 -33.3740490504412
51012,115.716080862201 -33.3121675912865
51013,115.614632431001 -33.4446051099285
51014,115.92052640067 -33.0947362863276
51015,115.681463803225 -33.3345285868399
51016,115.920179570333 -32.8579224059102
51017,116.416908543897 -33.9279081335347
51018,115.973535135602 -33.669574181808
51019,116.17140553384 -34.2726122161133
51020,116.132030716904 -34.4388514013426
51021,115.645096668952 -32.7163849256534
51022,115.656293084652 -32.5881070443323
51023,115.763149141252 -32.524288855578
51024,115.697563136947 -32.5476204014561
51025,115.733956483966 -32.5238015736788
51026,115.788238878824 -32.5645452831724
51027,115.772686621713 -32.4816606394888
51028,115.740296842556 -32.5520694184874
51029,115.865002568589 -32.6371072727537
51030,115.765615862797 -31.9355938817426
51031,115.782179148377 -31.9812370582589
51032,115.758155788079 -31.9942551787349
51033,115.792111910153 -31.9386190725433
51034,115.76586054814 -32.0117545657754
51035,115.805699041819 -31.9851051491056
51036,115.775928457028 -31.9659182786661
51037,115.831674172599 -31.9625225270646
51038,115.837353173087 -31.9244507545308
51039,115.876664907669 -31.9245007106309
51040,115.853002495986 -31.9269763079057
51041,115.863009269377 -31.9505206155252
51042,115.81351118834 -31.9523393806369
51043,115.821722212018 -31.9328275572443
51044,115.945221081058 -31.9038475423377
51045,115.912698406506 -31.9142157645791
51046,115.900064917482 -31.9369435977109
51047,115.909900236253 -31.8877456494849
51048,115.899013766982 -31.8733267108265
51049,116.304034155213 -31.8097529941186
51050,116.096225560967 -31.8958270277022
51051,116.04362186362 -31.9181272630644
51052,116.285834852702 -31.9652284561717
51053,116.173548507872 -31.8857510636234
51054,116.049339462635 -31.8896333453388
51055,116.188734180104 -31.6360695773987
51056,115.900708436688 -31.8258766301594
51057,115.95147390231 -31.8370000489589
51058,116.028932221238 -31.6630793234518
51059,115.980062219936 -31.7901327518586
51060,116.187462183902 -31.7544071977881
51061,116.000397257672 -31.9156264473192
51062,115.969857712008 -31.8766330125205
51063,115.894184053225 -31.8587284918014
51064,115.917859797131 -31.7295048965068
51065,116.02510378408 -31.8444272104774
51066,116.003460216457 -31.8947012417367
51067,116.068098749595 -31.8387732997632
51068,116.042665062971 -31.7739917792526
51069,116.076421596652 -31.7219057020682
51070,115.767681053326 -31.7833884818903
51071,115.742096757164 -31.7263322917284
51072,115.775898424604 -31.8329088263989
51073,115.804684502225 -31.8317839387554
51074,115.756079723867 -31.756992440567
51075,115.743375990457 -31.8088766274628
51076,115.724300980647 -31.7271318196156
51077,115.774832964117 -31.7459134113912
51078,115.800766411057 -31.8103572230533
51079,115.743298522045 -31.784321716653
51080,115.736011006955 -31.7587077058629
51081,115.768803514424 -31.806445882544
51082,115.754480939995 -31.8312137535628
51083,115.79676033614 -31.7892781190494
51084,115.817214332373 -31.8650728847313
51085,115.851840475796 -31.8562454020761
51086,115.871117889438 -31.886923427613
51087,115.805387535586 -31.9201439824036
51088,115.789006276208 -31.8943130007531
51089,115.782471336424 -31.8654876788828
51090,115.843048972103 -31.8752998112703
51091,115.812449485589 -31.9057154164935
51092,115.765474257885 -31.8965791037666
51093,115.814656310069 -31.889579962322
51094,115.758769211581 -31.8651399492915
51095,115.835848193241 -31.9028993230558
51096,115.78424756182 -31.9166465004433
51097,115.854814880379 -31.9056927305979
51098,115.865811755069 -31.8348658760004
51099,115.710037389653 -31.6519845647561
51100,115.783870531081 -31.6840099916827
51101,115.726512667312 -31.6943948993358
51102,115.839778875152 -31.841026151028
51103,115.847553326688 -31.8050866492316
51104,115.837735609533 -31.8276600630089
51105,115.697805185356 -31.6675649841706
51106,115.744310687665 -31.6813657320438
51107,115.84378622378 -31.7232258844124
51108,115.834467492058 -31.7652357663222
51109,115.745605676738 -31.5607857570254
51110,115.990757709372 -32.163469842565
51111,116.2075182793 -32.1849831847907
51112,115.99120635273 -32.1171571029244
51113,115.931221521594 -32.146976643832
51114,116.025387780606 -32.1151390049224
51115,116.061860882944 -32.1775914178758
51116,116.108628791178 -32.1148982953985
51117,115.989045039454 -32.1364492946634
51118,115.934392716266 -31.941553611181
51119,115.909635276841 -31.9850968620508
51120,115.95932352965 -31.9801372697641
51121,115.971061827855 -31.9456127412558
51122,115.931661944812 -31.9654173623246
51123,115.895882378952 -31.9649749709558
51124,115.909009896388 -32.0098056834631
51125,115.906409957042 -32.0885024007809
51126,115.911230268835 -32.064958489591
51127,115.945826109791 -32.0103648529531
51128,115.921487161213 -32.039485957107
51129,115.886805505731 -32.0342724043689
51130,115.948941108089 -31.9926159891832
51131,115.88782418827 -32.0525067108177
51132,115.968028264618 -32.0286213548661
51133,115.930023143153 -32.0862354253967
51134,115.991980291528 -32.084867458778
51135,115.960875117093 -32.1003380425479
51136,116.030981013484 -32.0602417958415
51137,115.954995154929 -32.0600257789756
51138,116.004336559722 -31.98973437951
51139,116.003404119818 -31.9444385929982
51140,116.043352494413 -31.960976490211
51141,116.141933692518 -32.0273027242374
51142,115.996765827105 -32.2133939434343
51143,115.979405158912 -32.2676391907584
51144,116.063409649749 -32.3889495765081
51145,115.867483705422 -31.9996617513891
51146,115.874678633361 -32.0162718876712
51147,115.869642594113 -31.9810392943199
51148,115.882152816729 -32.1441031273246
51149,115.821754625574 -32.1414982847035
51150,115.80889093297 -32.1058165934244
51151,115.827765006062 -32.0884093258872
51152,115.773211249543 -32.1288357362374
51153,115.807658199876 -32.0833470895348
51154,115.779458375428 -32.0845093313957
51155,115.779377648429 -32.1624014023359
51156,115.863297455607 -32.1078956437737
51157,115.879130240505 -32.0946328661149
51158,115.759371272378 -32.0931124937408
51159,115.842848062906 -32.1062914642291
51160,115.782914715047 -32.1042539604058
51161,115.850131860725 -32.1515225648634
51162,115.812967834482 -32.1635865894675
51163,115.816225102503 -32.1206479753354
51164,115.768167428373 -32.0379402268164
51165,115.596331131484 -32.02097469659
51166,115.774939690089 -32.0694496881156
51167,115.791861772004 -32.05914999463
51168,115.864835228463 -32.2001988946306
51169,115.833585855048 -32.2606055636633
51170,115.799530974974 -32.2557174022898
51171,115.868931174449 -32.2517281634882
51172,115.815280562034 -32.2073923930549
51173,115.775616968826 -32.2197008478004
51174,115.824807730366 -32.2416917771706
51175,115.836084861086 -32.0191662405088
51176,115.847366348139 -32.055471667352
51177,115.785970685264 -32.0357165032185
51178,115.842442061622 -32.0352109256782
51179,115.86241980545 -32.0562540184529
51180,115.866134711144 -32.0751097519586
51181,115.806382087668 -32.0337368896353
51182,115.826043300841 -32.067709139924
51183,115.805332061876 -32.0519575705777
51184,115.82971615217 -32.0521626533506
51185,115.822365750398 -32.3648712971817
51186,115.761050036829 -32.2927269408199
51187,115.75149811772 -32.3734182419029
51188,115.722692202851 -32.248748077717
51189,115.780730803056 -32.3182284099108
51190,115.723020959628 -32.3013092743432
51191,115.75895556199 -32.4212002485194
51192,115.754597927019 -32.3160565095602
51193,115.756475120224 -32.3379724253912
51194,121.854767090218 -33.7997459138463
51195,121.831277158719 -33.3025980878351
51196,113.706885605903 -24.863375395398
51197,115.247066797062 -24.8208687089403
51198,121.493897687683 -30.7894331377182
51199,121.469159477887 -30.7582597728143
51200,121.450919479868 -30.7355639121757
51201,121.463262622599 -30.7945520125313
51202,124.211792386451 -31.3499616735631
51203,125.217119164216 -27.4558681574649
51204,121.520699624064 -30.7705300298063
51205,122.222986735954 -17.9447194603085
51206,124.87509972617 -17.8483487782026
51207,127.594309863902 -19.2262684425436
51208,127.038719965473 -15.6233170647891
51209,122.475351527041 -18.6598177878185
51210,114.622294145565 -28.760340964546
51211,114.673775765104 -28.8110490596189
51212,114.644053399602 -28.6613703274334
51213,114.642774311809 -28.8506211300062
51214,115.091748532229 -29.3264530965593
51215,119.892367557281 -26.0614259554808
51216,116.033577316422 -29.5175709843357
51217,115.032537219581 -28.1351529682496
51218,116.728505959877 -22.4940698848933
51219,123.364837959213 -21.7284755906537
51220,116.821602598436 -20.748884279236
51221,119.742142891275 -23.3668877544028
51222,118.628430264477 -20.3499180841188
51223,117.038225968785 -21.0521083783668
51224,118.600691015739 -20.4065513294562
51225,117.899546409242 -35.0083792426106
51226,118.207337286252 -34.718900612707
51227,117.922880872626 -34.9639406206633
51228,117.118824370547 -34.8904778064482
51229,118.674815993646 -33.8626378923093
51230,117.536798323199 -33.5994215051583
51231,117.302150180079 -34.0789687419277
51232,117.827189345925 -35.056724947983
51233,117.861063512921 -34.9479232876872
51234,117.506912872419 -34.614479335722
51235,118.044913843928 -34.3976421827323
51236,116.078336121271 -31.3743949948679
51237,117.471120203407 -31.7148045560742
51238,117.102689146244 -30.8990881216288
51239,115.568806561287 -30.7514278225988
51240,118.382688221672 -31.844217815245
51241,116.615125435495 -30.3974385837656
51242,118.870199226623 -30.790898426976
51243,116.635996056898 -31.6859473284282
51244,116.380654668519 -31.4710927051563
51245,116.767666807142 -32.0572749945697
51246,117.219026961979 -32.4352308210668
51247,118.911089496354 -32.836848026734
51248,116.314363636008 -32.7547575395112
51249,117.120137167508 -32.9503976198905
51250,116.990363391532 -33.1813983211996
59799,
59499,
61001,147.179335660299 -42.7283030926999
61002,147.302319728824 -42.7012413249206
61003,147.297606839662 -42.7679419790801
61004,147.371051211155 -42.8713695222546
61005,147.465890961805 -42.8416382927544
61006,147.346295802411 -42.829552063047
61007,147.412538132669 -42.8952874334122
61008,147.367241281956 -42.8445666990617
61009,147.393339958631 -42.8561805164711
61010,147.357313932535 -42.7958909057768
61011,147.439315764026 -42.8947657225091
61012,147.482328250401 -42.9801016903917
61013,147.194477502126 -42.7635271293598
61014,147.19726080696 -42.8312869267263
61015,147.222565910054 -42.7880069033497
61016,147.304388708877 -42.8334233678781
61017,147.265383821609 -42.8434318177289
61018,147.249293037203 -42.8260095633344
61019,147.295697104743 -42.8457135409798
61020,147.104076907697 -42.7737227287792
61021,147.281367533272 -42.8496373928218
61022,147.270967332982 -42.9657426013187
61023,147.316698240536 -43.024620440509
61024,147.210485453203 -43.0359465016442
61025,147.205984429339 -42.8983525362133
61026,147.340171755941 -42.950598740546
61027,147.325740657862 -42.8751008396597
61028,147.277920065973 -42.8715300486067
61029,147.320443593136 -42.9169484863617
61030,147.30849376526 -42.8561826097437
61031,147.340786694279 -42.9121468761522
61032,147.279306555654 -42.9159199269645
61033,147.305548170467 -42.884330779461
61034,147.761035913409 -42.8126046327504
61035,147.563631815022 -42.7356533340534
61036,147.133102762678 -41.4207844968056
61037,147.162255393814 -41.4689892349895
61038,147.145497871521 -41.4346077478909
61039,147.045717741308 -41.3737086934216
61040,147.150586904933 -41.4024297125672
61041,147.146341545382 -41.3830242924157
61042,147.162660324319 -41.4425577495519
61043,147.18076722279 -41.4592032739158
61044,147.097906593454 -41.4744657672723
61045,147.182504798323 -41.4159293111735
61046,147.050862678543 -41.4210547002049
61047,147.147496279383 -41.4555520205815
61048,147.136929212881 -41.4795067560481
61049,147.104837302983 -41.4424557241352
61050,147.234093509881 -41.4561311083904
61051,147.126093666263 -41.4536377804787
61052,147.189693591615 -41.4885606965468
61053,146.780367893977 -41.1838117253265
61054,146.359718884799 -41.6541146666017
61055,146.874305136271 -41.323875887661
61056,147.00974973353 -41.5092177113437
61057,146.836956132737 -41.5652433233969
61058,147.350435970371 -41.3650426764996
61059,147.041677564469 -41.1105812019368
61060,147.098749402316 -41.6095264056247
61061,147.514051721558 -41.8624738952815
61062,147.252484505705 -41.5747653458705
61063,147.865165870523 -40.703828188341
61064,148.048472677204 -41.4195236842037
61065,146.698787101735 -42.197029533533
61066,146.80739869905 -42.7754924925184
61067,147.409076576097 -42.4387773433615
61068,146.332429146606 -43.0134701125316
61069,147.279277846579 -43.301824383332
61070,147.108674434807 -43.1687674186713
61071,146.907609582373 -43.3012946336736
61072,146.938380490092 -42.9891628235417
61073,147.834652494434 -43.0546870433096
61074,147.971852417847 -42.2631419894357
61075,145.896150075138 -41.0717496386961
61076,145.93166880476 -41.2739477886613
61077,145.934522943616 -41.0686756704958
61078,145.862776026843 -41.0585470495193
61079,146.040188274896 -41.1270301569453
61080,145.899966643007 -41.092491874926
61081,145.800621515718 -41.0553163389218
61082,146.173779353185 -41.1741262839081
61083,146.119013251096 -41.1491546298812
61084,145.724811609854 -41.0109609724832
61085,146.345041985258 -41.1770526018941
61086,146.387667278228 -41.1868294483247
61087,146.500463925033 -41.2889681897449
61088,146.313035370169 -41.1911313182124
61089,146.603095115732 -41.214206772547
61090,146.341384750171 -41.2298422712505
61091,146.186951122194 -41.4529841276357
61092,146.257452749072 -41.2119839006112
61093,143.985477168396 -39.8638154104384
61094,145.0085137974 -41.08363885128
61095,145.139248041223 -40.8442717561227
61096,145.489117068375 -41.3877591133731
61097,145.527931091924 -41.8898753162896
61098,145.712396343987 -42.5791359851686
69799,
69499,
71001,130.882120667282 -12.411733238269
71002,130.843732383344 -12.4617910629012
71003,130.830041896996 -12.4115898868862
71004,130.837452328185 -12.4351958307666
71005,130.825661596915 -12.4552136237055
71006,130.852636253349 -12.4167248054746
71007,130.844984243178 -12.4326279605284
71008,130.845237701076 -12.44679022085
71009,130.87529727036 -12.4318151060745
71010,130.8732024858 -12.3795443912061
71011,130.890470270206 -12.391248846747
71012,130.938003905487 -12.4285753183404
71013,130.87312532078 -12.3710981021213
71014,130.921828149084 -12.3710315096615
71015,130.889332478795 -12.4485534315925
71016,130.851862564647 -12.3960244267973
71017,130.931840376489 -12.4744616748503
71018,130.872810587213 -12.3889472600352
71019,130.916214520882 -12.4000859546669
71020,130.899221830699 -12.3739601342111
71021,130.894086270457 -12.3489536929991
71022,130.896902515345 -12.3976854769755
71023,130.862520258711 -12.3918586852884
71024,130.880882620986 -12.3885038897352
71025,130.848572788517 -12.3835875960554
71026,130.859194539405 -12.3804209399503
71027,130.878004467693 -12.3587600656344
71028,130.885380213812 -12.3807420476648
71029,130.888145192314 -12.3712878434064
71030,130.895430493386 -12.3834498352375
71031,131.042264231227 -12.4635005891924
71032,131.130961638711 -12.5603972938617
71033,131.157056606808 -12.3441992174924
71034,131.037115598003 -12.5568642212012
71035,131.100811001676 -12.6885775703432
71036,130.993435272756 -12.4968393448908
71037,130.97539301653 -12.48601676658
71038,130.962355013633 -12.478179633294
71039,130.982280130359 -12.4903627000095
71040,130.973126334613 -12.5055878920597
71041,130.992633992337 -12.4801215234971
71042,130.982919657996 -12.5192699374464
71043,130.98780301452 -12.5104632654072
71044,130.980158813978 -12.5017271201781
71045,133.874906169616 -23.6788287638785
71046,133.914817702094 -23.689057941649
71047,133.840136993966 -23.7128114447961
71048,133.855670459235 -23.6585514029761
71049,133.906622124068 -23.7214487733505
71050,133.495511447915 -25.0996387565171
71051,133.840734577828 -23.7729625641463
71052,135.531843691738 -23.156255999443
71053,130.590025228895 -21.3659236818986
71054,132.586203039583 -21.8954040191188
71055,135.062996148907 -19.2806240282472
71056,134.187069027362 -19.6548001178344
71057,131.803499064828 -12.8836899229068
71058,130.906829677176 -14.0266969128452
71059,129.703987091748 -14.2034760445271
71060,130.816214678327 -11.5600027416485
71061,133.616931315911 -12.3334688240685
71062,136.597796420809 -13.9883028215867
71063,135.663465625885 -12.8441005309373
71064,136.777001881845 -12.1814314116226
71065,133.44508079951 -14.9086804687451
71066,135.862129876817 -15.9630042659123
71067,132.195091775493 -14.6901591366714
71068,130.572058614966 -16.5774550104362
79799,
79499,
81001,149.080404339892 -35.25817089865
81002,149.067619417201 -35.2356644152589
81003,149.090829442455 -35.2440530223639
81004,149.034123960348 -35.2001893868177
81005,149.065664526111 -35.2601371503541
81006,149.019841164801 -35.1940224049624
81007,149.068913182944 -35.2119054678814
81008,149.04999610689 -35.2258824277779
81009,149.043891461735 -35.2059252548539
81010,149.045338996674 -35.1917015321148
81011,149.096000276672 -35.2109276281278
81012,149.060463578184 -35.1849278360301
81013,149.036661514766 -35.2470650343844
81014,149.027202539999 -35.2324155067245
81015,149.011878297831 -35.224413778002
81016,149.109175590585 -35.2278116104512
81017,149.031442723129 -35.2165204332475
81018,149.088213303159 -35.2250410276953
81019,149.011010455154 -35.2098020456107
81020,149.06324502246 -35.2511857373679
81021,149.077035140378 -35.2175244937048
81022,149.054050358907 -35.2101567180962
81023,149.049875281256 -35.238636504079
81024,149.039000983202 -35.2346225659215
81025,149.064378186911 -35.1987301962897
81026,149.049727392522 -35.2501516586875
81027,148.956099399319 -35.3839964068046
81028,149.03232855096 -35.2609472467667
81029,148.938306768972 -35.6429655832665
81030,149.163159320714 -35.3507606865624
81031,149.165814477507 -35.385487878871
81032,149.313640970423 -35.310870621884
81033,149.209560512516 -35.2747481268239
81034,149.12802168898 -35.1695857328411
81035,149.142954766025 -35.1559905468811
81036,149.094704995555 -35.1670127546637
81037,149.107362961254 -35.202823104982
81038,149.146065158949 -35.1682263672583
81039,149.143293206293 -35.1994608211701
81040,149.136192901221 -35.1867436929259
81041,149.170156558722 -35.191107133967
81042,149.11058782314 -35.149497509687
81043,149.066897234517 -35.1701797249515
81044,149.15631105153 -35.1990612184266
81045,149.129341762476 -35.2144702958564
81046,149.111465941877 -35.1728030488287
81047,149.096481126524 -35.1873332919022
81048,149.119403696264 -35.194469063737
81049,149.116772643889 -35.2804246755496
81050,149.147845931974 -35.2622468390619
81051,149.135689758722 -35.2707755584432
81052,149.156924197813 -35.292339646525
81053,149.12927086894 -35.2812526831862
81054,149.141742046898 -35.2528054161211
81055,149.143540506248 -35.2439516969975
81056,149.163524351691 -35.2494781477124
81057,149.130742692193 -35.2397950502121
81058,149.11248278305 -35.2564452141661
81059,149.139052648468 -35.2857790296474
81060,149.12465371973 -35.2688098466
81061,149.15944036835 -35.2347419597019
81062,149.103084894364 -35.3192663898484
81063,149.12475863854 -35.3171955836109
81064,149.137136766339 -35.3253338921645
81065,149.141623788978 -35.3124834430053
81066,149.114266403946 -35.2948450766609
81067,149.149238732303 -35.3356983768077
81068,149.128641337507 -35.3033487503229
81069,149.120577782473 -35.333429837364
81070,149.098639525665 -35.3040363720396
81071,149.099652199581 -35.4719354581409
81072,149.078224852298 -35.4332553051657
81073,149.107072477772 -35.4404186664014
81074,149.124757198988 -35.4220313144017
81075,149.104215740565 -35.4592556218753
81076,149.117648984349 -35.4019445053762
81077,149.138184972419 -35.4152234241084
81078,149.084980163524 -35.4567590670764
81079,149.109034980917 -35.4118691130349
81080,149.064934863783 -35.4158428902642
81081,149.093955043035 -35.4280151967355
81082,149.05804478551 -35.3862388860826
81083,149.131734337127 -35.4052376488759
81084,149.090627209643 -35.415766919207
81085,149.092587163945 -35.3812403699921
81086,149.078604488368 -35.4095174852813
81087,149.113771963385 -35.4278747106583
81088,149.119707970594 -35.4496245192361
81089,149.112473537053 -35.5060972923552
81090,149.090862718605 -35.3978258816841
81091,149.037423416973 -35.3562078857287
81092,149.031884157672 -35.3345879287935
81093,149.057041473805 -35.3612629009698
81094,149.04613948394 -35.3343945433542
81095,149.03790436571 -35.3470924654548
81096,149.049296621909 -35.3496909361037
81097,149.062144138805 -35.3529716512156
81098,149.059286082876 -35.3358199383666
81099,149.076835162821 -35.35339787807
81100,149.077633392146 -35.3246367519744
81101,149.104995907804 -35.3767277621069
81102,149.108459215898 -35.3413895417171
81103,149.094909812368 -35.3326865819163
81104,149.115554294919 -35.3686242699344
81105,149.07396238446 -35.3406048661263
81106,149.098625809205 -35.3634009887103
81107,149.112801407189 -35.3525339380796
81108,149.08337958197 -35.3622216613326
81109,149.090899156649 -35.3470340646083
81110,149.087733847919 -35.3720270179251
89799,
89499,
91001,105.636470670692 -10.4853554687947
91002,96.8622412442167 -12.1345905211369
91003,150.690522462436 -35.152473800689
99799,
99499,
